Sample_ID	S3P1_G05	S3P1_H05	S3P1_F05	S3P1_A06
SUMF1_32831	2.424206248	1.802615538	2.224523888	2.305789404
TPM2_32337	0.570715087	0.604061331	0.415716035	0.37284833
SLC6A8_32561	0.084958794	0.152412305	0.369846694	0.288276037
GDF7_32373	0	0	0	0
AHRR_32460	0	0	0	0
MS4A1_34110	0.16519148	0.152412305	0.115686032	0.052225782
PTGS1_32494	3.537923853	3.010242753	3.075639233	2.967117156
LOC100912041_9098	4.083460901	3.081606041	3.336344212	3.467761589
PAK1IP1_9417	0.16519148	0.333417707	0.115686032	0.37284833
CACNG1_32367	0	0	0	0
CSRP3_32915	0	0.05261358	0	0
AP2S1_8055	0.737454798	0.975039294	0.663964849	0.564840192
MCPT1L1_32989	0.313396542	0.24575184	0.059002276	0.151326404
EPHX2_33282	1.724642839	3.63688772	1.393997023	1.994917079
RBM6_9668	1.642937481	1.105279311	1.249498373	1.683382706
TNNT3_33197	0	0	0.170226612	0
ATP5A1_8108	3.872624453	3.243120652	3.577393662	3.857183691
RNH1_9718	3.080805325	2.346426949	2.818244307	2.96029999
CSNK2B_32771	1.945195657	1.514554188	1.347420568	1.544433248
ANXA2_32713	0.789010842	0.494224252	0.663964849	0.452736243
NPDC1_9352	0.737454798	0.672899312	0.585867144	0.564840192
SLC1A2_33059	2.549076628	2.214101892	2.940958205	2.770704423
NIP7_9316	2.487992013	1.976079948	2.016991979	2.439251549
ALDOA_8032	0	0	0	0
HBA2_32600	4.454624632	5.100829181	4.858525322	4.775796666
MX1_9267	2.456451621	1.55158466	1.606683158	1.45026257
STAT1_32366	5.548324788	5.214873489	4.866805335	4.756251022
MYL12B_32708	5.439608352	4.764748696	5.216958361	5.348328012
PGAM1_9465	7.735516024	7.569978409	7.416676792	7.610414728
MAPK1_9185	3.41204089	2.913992405	3.211872627	3.331760515
FGF13_32529	0.16519148	0.24575184	0.059002276	0.151326404
ST6GAL1_9950	9.926348753	9.862696728	9.758987416	9.75779107
GPLD1_8743	6.373083567	5.901975928	5.969414664	6.042564942
SAT1_32312	7.574519192	7.527336245	7.131116877	7.470190615
THAP11_10011	1.776650578	1.376907411	1.370896749	1.666728458
LOC100911204_32805	0	0	0	0
CCNB2_8223	1.464179943	1.376907411	1.52533138	1.023023939
TCERG1_9992	3.56035124	2.841085389	3.039471397	3.103304868
SLC2A1_9862	2.075479465	2.15517145	2.060955449	2.262110127
CSNK1E_8394	1.064768397	0.919462529	1.088899363	0.91435065
HMGB2_8808	3.714958646	3.100471347	3.224814299	2.897451013
CD48_8249	4.430477603	4.152851184	3.90138384	3.893422633
LGALS3_8989	5.563207922	5.276999845	4.748565622	4.553768922
IGFBP7_32929	9.46145965	8.867805558	8.724374672	9.245282067
TMSB10_32772	5.332923621	4.60658342	4.6773869	4.650111737
TXNRD1_10114	6.414708079	6.389341279	6.169256066	6.38498091
LOC100910978_33295	2.269457853	1.962395104	2.14505654	1.825204224
VASP_10148	3.507467809	2.942153938	3.032127737	3.139965768
MAD2L1_9171	1.585777749	0.975039294	0.970954249	1.023023939
RGD1562178_32879	5.35018905	4.951239796	4.931388359	5.186884255
CDKN2A_8273	0	0	0	0.052225782
MAPK12_9186	1.365744944	0.919462529	1.144442636	1.241195996
LRG1_32379	0	0.10337572	0.170226612	0.198435602
NRIP1_9365	3.336085825	3.448496898	3.192239807	3.233404241
RUP2_9767	16.14044517	16.30071964	16.27886993	16.21682888
MIF_9231	5.999152836	5.337886449	5.486467454	5.96550911
NR2F2_32621	2.518857592	1.569749458	1.859945533	2.097893512
RT1-DMB_32359	1.875358457	1.417593168	1.940604638	1.994917079
CDK6_8269	1.724642839	1.397393708	1.546103413	1.370233689
FHL2_8642	0	0	0.170226612	0
RGD1309995_9688	3.190314257	3.167607232	2.801064554	3.347520527
CYP24A1_32574	0	0	0	0
CD300A_32694	0.241196275	0.152412305	0.170226612	0.151326404
ISG15_8918	2.503507345	1.707378312	1.792005425	1.779462119
TRIM54_32766	0	0	0	0
VWF_32396	1.464179943	0.947518517	1.116938282	1.390660931
GPC1_8742	0	0	0	0
THRB_32521	2.549076628	2.01637245	2.884987818	2.543273106
ARHGAP9_32400	0.382155076	0.375330685	0.415716035	0.244055032
LGALS1_33266	2.096093862	1.587688387	1.52533138	1.683382706
CYP2W1_32938	0	0	0	0
TFF1_33246	0	0	0	0.052225782
MYO10_9278	3.318649759	2.732399457	2.933094155	3.175718104
RGD1564480_9694	0	0	0	0
PDIA6_33272	3.552914115	3.003576671	3.383273861	3.294303492
PTPN6_9618	3.515142308	2.72431365	2.994838033	2.932704556
CYP2C11_32593	9.318016553	8.698725131	8.851981125	8.941275249
LOC689064_32448	11.27828061	11.87771505	11.63570657	11.70152239
SLC17A6_32912	0	0	0	0
HS3ST3A1_32973	0.084958794	0.05261358	0	0.052225782
VPS72_10160	3.237469659	2.848544138	2.68411392	2.778476443
NIT1_9319	4.470501001	4.24333676	4.15568968	4.347188172
PRCP_9557	0.241196275	0.333417707	0.170226612	0.668857732
ITIH2_32512	7.89915468	7.321306412	7.900294257	7.689575166
PLA2G2D_9493	0.084958794	0	0.059002276	0.102626845
LMO4_32889	4.139153513	3.472832496	3.721324664	3.963278933
BAX_8132	3.80536403	3.393468224	3.531257102	3.433714362
CCDC85B_8214	0	0	0	0
MET_9220	4.756064935	4.182664698	4.360132049	4.390938626
IFI30_32493	1.260098706	0.947518517	1.088899363	1.14827737
ITGB1BP1_8926	0.628462882	0.24575184	0.460171823	0.244055032
EPN2_8568	0.382155076	0.494224252	0.415716035	0.052225782
CCR7_32868	0.382155076	0.24575184	0.322470949	0.052225782
WIPF2_10177	0.628462882	0.10337572	0.369846694	0.288276037
INSIG1_8906	9.74966828	9.220556462	9.847807245	9.313235981
TSPAN8_33212	0.978575767	0.604061331	0.170226612	0.668857732
LSM6_32830	2.893301889	2.055570144	2.39451343	2.399485432
GBE1_32816	7.493311864	7.283284271	7.057070051	7.332780882
PCOLCE_32370	3.522776197	3.161631441	2.860319427	3.216339291
VLDLR_32971	0.570715087	0.375330685	0.115686032	0.37284833
HPRT1_8824	5.55205999	5.347130939	5.335054555	5.593822467
GJB1_8710	1.670689932	0.738601744	1.859945533	1.732222092
MYOT_32700	0	0	0	0
PCM1_9441	2.251192414	2.19081777	2.075317183	2.327142933
TMED10_10036	5.540825245	5.47551961	5.294197491	5.724288566
NFIL3_9304	1.365744944	1.154252321	1.645701061	1.195484622
ADAMTS4_33053	0	0	0.059002276	0
GNB3_8732	0	0	0	0
AMPD1_32743	0	0.05261358	0.059002276	0.244055032
HSDL2_8837	2.808403013	2.237016185	2.211579599	2.665662642
CD3G_8245	0.16519148	0.152412305	0.059002276	0.151326404
SLC51B_32490	0	0	0	0
INHBC_32348	4.955379584	4.504047613	4.901474676	5.001754823
SUV39H1_34119	0.313396542	0.290250552	0.170226612	0.33118181
KIFC1_8966	0.16519148	0.10337572	0.170226612	0.052225782
NPC1_9351	3.842439682	3.143554103	3.9798201	3.730694077
FCER1G_8623	5.322026851	4.60658342	4.707664687	4.574005702
TRAP1_10074	5.317644993	4.740899445	4.887299819	4.876997446
RGR_9700	0	0	0	0
NUP133_9378	2.374445216	2.106230165	1.683691446	2.060133436
ZFP395_10206	0	0	0	0.151326404
SLCO2B1_32680	1.14610054	1.22472921	1.249498373	1.241195996
MAOB_9179	7.591860111	7.152675946	7.315956163	7.21135672
RAB31_9640	1.670689932	1.476548138	1.116938282	1.526084454
GLIPR1_32487	1.989943671	1.802615538	1.774508438	1.526084454
COPS7A_8361	4.466548258	3.403630823	3.921396303	4.154590578
MT2A_9256	7.749003126	6.81045088	7.401439864	7.102953579
EIF2S1_8541	5.720847604	4.94080967	5.037886919	5.198517464
FXYD1_33322	0.789010842	0.831864442	0.773714706	0.827112138
CYP26B1_8418	0.313396542	0.375330685	0.415716035	0.635011715
LAPTM5_32639	0.789010842	0.672899312	0.773714706	0.827112138
AHR_32572	6.858062068	7.152299304	6.880740106	7.073642426
IGFBP6_33233	0.447785131	0.568370106	0.222780195	0.528431582
RAD51_32943	0.382155076	0.152412305	0.273486484	0.244055032
FCN1_32819	5.371484268	5.268683966	5.047024235	5.000093932
HSP90B1_8840	6.857307515	5.994809545	6.620458181	6.573792659
AMBP_33085	9.836745474	9.13326721	9.729211046	9.790287453
FOS_8657	1.260098706	1.201617352	2.405922259	2.00819833
GDNF_33134	1.585777749	0.199836801	1.001356752	2.08541631
RBM15B_9665	0.241196275	0.24575184	0.170226612	0.244055032
CRAT_8375	3.460543206	3.423743749	3.172336124	3.860848823
ACTA1_7978	0	0	0	0
PPP2R1B_9546	0.241196275	0.10337572	0.415716035	0.413345181
FAM103A1_33078	3.976341595	3.367744049	3.562178157	3.510388116
GCLM_8700	4.584311475	4.362742651	4.263098398	4.633066646
SLC39A1_32758	6.96139038	6.341245336	6.628393633	6.761955575
ATF4_8096	4.630971481	3.720564184	4.195678713	4.175343711
SMNDC1_9903	3.919643757	3.588709268	3.748464629	3.710523373
PLEK_33161	1.875358457	1.476548138	1.606683158	1.940534574
TSR1_10097	0	0	0	0
HMGA1_8807	1.826848541	1.376907411	1.41673324	1.45026257
TCAP_32842	0	0	0	0
FBLN2_32957	0	0.10337572	0.170226612	0.151326404
MYH2_32333	0	0	0	0
MELK_9218	0	0	0	0
MAPK10_32770	0.16519148	0	0.115686032	0.052225782
LOC100361830_9029	2.456451621	1.397393708	1.702317959	1.507499282
PPP3CB_32635	2.054566239	1.476548138	1.986920624	2.146750433
PKLR_9489	3.006524925	2.118622014	2.68411392	3.013956107
CNN3_32615	5.105269627	4.470601935	5.000747706	4.662764685
PTPRF_9621	3.59697243	3.003576671	3.716751281	3.605209522
PNKD_32906	0	0	0	0
ANXA1_33262	1.14610054	1.002044897	0.738051098	1.099473016
FMO3_8654	8.327648379	8.445328687	8.23472434	8.566883812
PSMA5_33243	5.873433637	5.173898533	5.389228508	5.529648442
LOC100912222_9102	1.106007531	1.313643021	1.58677122	1.45026257
APOC1_8063	13.41371625	12.95116183	13.4160424	13.46863852
FOXO4_8663	3.151447776	2.588369055	2.956558861	3.033573596
CDK7_8270	0.570715087	0.531773458	0.415716035	0.564840192
WARS_33156	1.989943671	1.178129208	1.683691446	1.562551603
PVR_9625	1.750881049	0.8908501	1.370896749	1.598119648
STIL_33274	0	0	0	0
PFDN4_33123	4.173506652	3.814962668	3.88517156	4.112166651
TIMM9_32659	0	0	0	0
HN1L_8817	2.075479465	1.657293397	2.046449307	2.262110127
DENND2D_8461	1.399308415	0.770363925	1.171432425	1.048959698
ACO1_7966	3.688052709	3.220303881	3.925365698	3.893422633
FASLG_8610	0	0.05261358	0.059002276	0.151326404
MYH8_32430	0	0	0	0.052225782
PKIG_9488	0.16519148	0.05261358	0.059002276	0.102626845
DAB2_33094	1.989943671	1.657293397	2.131375758	2.217067009
CROT_8384	7.639158714	7.02271927	7.053900739	7.318191761
KRT4_32858	0.16519148	0.05261358	0.059002276	0.198435602
PRLR_9571	2.677736609	2.118622014	4.491770533	2.543273106
FCNB_8627	0.084958794	0.10337572	0.170226612	0
AP3M1_32866	3.59697243	3.087921926	2.971992622	2.97390226
PPP1R3A_32479	0	0	0	0
MGC108823_9225	5.823313189	5.968522862	4.868867934	5.140898154
SLC40A1_9877	3.301000384	2.732399457	3.06847784	2.890295739
FIS1_8645	4.894896792	4.211874565	4.478323872	4.710264958
RPF2_9724	3.049437977	2.515270241	2.636481725	2.904570975
PATL1_9431	2.232692755	1.989636202	1.892752274	2.605765334
ILK_8899	2.136459492	1.569749458	1.826375376	2.110263729
ATP11B_8102	0.628462882	0.375330685	0.545173481	0.76587738
MCM10_32579	3.507467809	3.003576671	2.809680002	3.266940264
TRIB1_10078	5.908821385	5.175382141	5.54697468	5.172209577
RAC1_9645	3.860626223	3.398558472	3.698311377	3.631194804
SLCO1B2_32950	7.269987131	7.582333394	7.402152138	7.192210226
IRF7_8913	2.916668527	2.325198541	2.158608808	2.468372946
ACOT12_32718	6.447164067	5.91535559	5.902527241	6.376684502
EMP3_32795	0.838787874	0.638890857	0.808517931	0.564840192
CHERP_8306	0.313396542	0.24575184	0.115686032	0.33118181
CDK4_8267	3.611364526	3.276683148	3.205357994	3.477343589
FYB_32909	2.487992013	2.67482337	2.587223046	2.439251549
CCL12_8217	0.084958794	0	0	0.052225782
KNTC1_8976	0.628462882	0.24575184	0.222780195	0.198435602
ITGAE_8923	0.16519148	0.199836801	0.059002276	0.052225782
ECT2_8523	0.313396542	0.199836801	0.369846694	0.151326404
CAV1_32536	1.642937481	2.068402897	1.393997023	2.060133436
PRR7_9580	0	0.05261358	0.115686032	0
DNAJB6_8481	1.223091234	0.672899312	1.031131771	0.856781657
PRKAA1_9558	3.552914115	3.557190783	3.488970315	3.993643546
NOP56_9343	4.8500877	3.907138107	3.734958465	4.227377191
RAPGEF2_33109	2.213952791	2.448121955	2.14505654	2.17057213
EPB41L2_8564	0.737454798	0.672899312	0.875702582	0.942295994
CPSF4_8372	4.22588989	3.830112249	3.998780504	4.055721775
MCM5_9209	0	0.152412305	0	0.151326404
STS_9964	2.691348836	2.72431365	2.766078856	2.614475855
LOC100909840_9050	0.737454798	0.8908501	0.663964849	0.564840192
CCL3_32935	0.084958794	0.05261358	0.059002276	0.151326404
SLC2A5_9864	0.241196275	0.455671573	0.115686032	0.151326404
TMEM38A_33190	0.16519148	0.41606031	0.322470949	0.33118181
CDK19_8265	1.614640681	1.080154955	1.171432425	1.488671564
POLR3B_32505	0.838787874	0.375330685	0.970954249	0.885853287
MTNR1A_32955	0	0	0	0
DEFA5_32324	0	0	0	0
PIGZ_32744	0	0	0	0
GSTZ1_8764	6.296106314	5.653195211	6.452517694	6.305178771
BCL2L11_32608	0.683987853	0.568370106	0.625444392	0.91435065
RBM12B_32289	1.399308415	1.22472921	1.41673324	1.598119648
SRSF1_32864	3.575111453	3.173558373	3.224814299	3.403877523
TLR8_33238	1.14610054	1.105279311	1.001356752	0.796819621
COPA_8359	5.308841147	5.074036645	5.026845197	5.074582415
LOC102551660_9116	0.16519148	0.24575184	0.170226612	0.102626845
LOC100910898_33247	1.556325569	1.622910626	1.393997023	1.732222092
TIPARP_10024	3.378775755	3.112912546	2.766078856	3.244669755
IGFBP1_32306	9.568946748	8.618786333	9.59111104	8.839188168
RPS5_9747	8.165211109	8.239644423	8.095018992	8.41810468
UBE2C_10118	0.084958794	0	0.115686032	0
ELAVL1_8554	2.232692755	1.690875784	1.75679664	2.02135843
DPP4_33201	7.271687095	6.78200512	7.109473589	6.84941475
LOC102555086_9117	1.399308415	0.738601744	0.663964849	1.241195996
KRT19_33154	0.313396542	0.455671573	0.273486484	0.288276037
ARPP19_8087	0	0	0	0
CYP2J4_32580	2.53404623	1.707378312	2.172034954	2.579313704
RT1-S3_9763	5.814010309	5.940003745	5.414865576	5.689673477
IRGM2_8916	3.444556264	3.398558472	3.00237348	2.925722427
CCDC86_8215	1.14610054	0.738601744	0.545173481	0.701927879
NOTCH4_32539	1.365744944	0.801441871	1.197926551	1.45026257
PPP2R3C_9548	2.636111925	2.202506804	2.312020898	2.389370244
ONECUT1_32438	3.141565318	3.467998106	1.843258095	2.682329127
E2F8_32642	0	0	0	0
APBB1IP_33101	0	0	0	0
PMM1_9510	1.585777749	1.495676312	1.48286796	1.898358689
CCR1_32800	0	0.05261358	0	0
PRDX1_32791	9.154119928	8.826501185	8.756479834	8.92484573
CSRP1_8396	2.054566239	1.934629721	2.172034954	2.03439957
OLR59_9393	1.642937481	0.738601744	1.41673324	0.942295994
IARS_33171	2.075479465	1.802615538	1.971646581	2.23976435
MGST1_33167	9.568716294	9.052515609	9.50785842	9.607596488
EIF1A_8536	7.029286824	6.996101474	6.408530851	7.111439756
WDR1_10165	3.246718565	3.248768904	3.262957003	3.294303492
MAP2_32650	0	0	0	0
SIRT3_9828	3.741371967	3.700095647	3.365853648	3.808669767
STAT1_9958	3.20936177	2.543118128	2.917236276	2.487465684
LOC500183_9125	4.929768234	5.313839274	4.526156369	3.233404241
FRS2_8665	0.737454798	0.801441871	0.625444392	1.099473016
GRM3_33234	0.084958794	0	0	0
CPSF4L_32833	0	0	0	0
CLDN4_8328	0	0.05261358	0	0
ALDH1L1_32662	1.899015146	1.105279311	1.566580609	1.779462119
CGRRF1_8300	5.037608866	4.492191538	4.464750701	4.503072264
JUNB_8939	1.585777749	1.201617352	1.606683158	1.45026257
RIOK3_9709	5.356610685	5.440164349	4.996980654	5.386969551
EVI2A_32378	0.737454798	1.080154955	0.84250131	0.491080304
S100A8_9774	3.151447776	2.748436371	2.826758071	2.327142933
FGB_32596	7.550913347	6.923799352	7.426512696	7.274892038
METRN_9221	0.241196275	0.152412305	0.170226612	0.288276037
ETV1_8578	0.838787874	0.604061331	0.273486484	0.528431582
RPS19_33100	11.77349943	11.13594204	11.56041434	11.78384072
PPP2CA_32614	7.672141135	7.54580697	7.426162566	7.825904241
FASTKD5_8612	1.899015146	1.833013628	1.702317959	1.683382706
CXCL12_8410	2.287494927	2.068402897	2.211579599	1.912554756
LUM_32586	0.313396542	0.24575184	0	0.244055032
EIF2B3_8540	2.770430507	2.892504532	2.275169991	3.097103112
CCL4_8219	0.084958794	0.10337572	0.170226612	0.413345181
NPEPL1_9353	0.683987853	0.41606031	0.369846694	0.734256932
SCG5_32648	0	0.05261358	0	0.052225782
RPLP0_9739	1.432108771	1.002044897	1.323556045	1.074437425
FAM55B_32626	3.378775755	2.913992405	3.488970315	3.578747606
MTF2_9259	2.287494927	2.270719346	2.198518118	2.02135843
LAMC1_8981	4.438571602	3.744749157	4.097071204	4.213110685
CLIC1_8331	3.56035124	2.699780715	2.809680002	2.868614493
ALDH6A1_8027	7.054522341	6.906483733	7.014850166	7.235202714
NEFH_33218	0.084958794	0.05261358	0	0
ST3GAL5_9948	1.670689932	1.105279311	1.370896749	1.544433248
TIMM9_10020	3.76086937	3.54346918	3.046777865	3.592039234
SULT2A6_32471	4.509443972	2.57043864	4.431644406	4.406068565
ADRB2_7997	1.801967875	1.376907411	1.370896749	1.14827737
CENPQ_8290	0.241196275	0.10337572	0.115686032	0
TIMM22_10019	1.945195657	1.356126012	1.606683158	1.748141259
MAT2A_9199	2.74454863	2.748436371	2.62676362	2.674019951
ESR1_33192	3.72160745	3.557190783	3.9798201	3.777983353
SERPINA9_32303	0	0	0.059002276	0
TNFRSF12A_10049	0.16519148	0.10337572	0.222780195	0.564840192
PSMD9_9602	2.011807736	1.771563138	1.956209098	1.967982055
ATP5S_8111	0.241196275	0.333417707	0.322470949	0.244055032
PRMT1_32372	4.665864205	4.211874565	4.090015669	4.467455814
MCM2_9206	1.875358457	1.291923003	1.171432425	1.370233689
PPARD_9536	0.084958794	0.333417707	0.322470949	0.288276037
MAPK1IP1L_9189	5.172327658	4.456027259	4.491770533	4.685677413
LYZ2_32611	7.510691116	6.646298347	6.624736539	6.127931987
NDRG2_32998	2.287494927	2.303653098	2.383013661	2.524909456
SLC7A12_32838	0.084958794	0.05261358	0	0.151326404
IDH2_33002	2.718193939	2.448121955	2.925187004	3.072026001
NEURL3_9298	0	0.10337572	0.170226612	0.198435602
ME2_9216	0.447785131	0.672899312	0.738051098	0.452736243
SLC11A2_9834	0	0	0	0
FDFT1_8628	7.357967306	7.262146385	7.160882152	7.101792495
AMH_32496	0	0	0	0.052225782
GPX3_33214	3.747900423	2.833587878	3.224814299	3.677651925
RNMT_9719	4.623890512	4.403824178	3.839624884	4.42847006
HBB_8782	8.522998244	8.610173141	8.702278165	8.669976075
TERF2IP_9998	3.747900423	3.732707349	3.306218554	3.816240459
LOC100911946_9096	0.447785131	0.290250552	0.322470949	0.600352547
HTATSF1_8852	4.75929978	4.257414043	4.124953273	4.331424508
AASS_7936	8.179770166	7.587914508	7.782419254	7.831518641
BTK_8162	0.241196275	0.152412305	0.273486484	0.052225782
PLAC8_32356	4.532314966	4.234823981	3.937208771	3.808669767
KCTD5_8949	2.116417847	1.787172882	2.060955449	2.08541631
COPB2_8360	5.631878832	5.278381176	5.468897375	5.657372064
NOX4_9349	1.724642839	1.755782649	1.41673324	1.884021544
C4A_8176	4.554829038	3.788061969	4.383403943	4.362781452
ARHGEF9_8083	0.084958794	0	0	0.102626845
FGR_8641	2.075479465	1.313643021	1.6648213	1.507499282
UBE2G2_10121	0	0	0	0
SUV39H1_32313	0	0.05261358	0	0
HDC_8788	1.260098706	1.533188231	1.347420568	1.328490482
VAMP2_10146	1.776650578	1.417593168	1.683691446	1.779462119
RAD18_9649	0.570715087	0.199836801	0.059002276	0.198435602
TRAF6_10072	1.585777749	1.417593168	1.504255895	1.763886684
LOC102549061_32836	3.780106784	2.942153938	3.145363395	2.623134101
KIT_8968	1.296180571	1.514554188	1.504255895	1.954323588
ZFAND2A_10197	0.382155076	0.638890857	1.41673324	0.796819621
HTR5A_8855	0	0	0	0
ASGR2_32685	7.364885479	6.701916115	7.101163249	7.167636748
ZCCHC18_32845	0	0	0	0
CD4_8246	2.53404623	1.707378312	2.287558509	2.358592066
GATA3_8690	0.084958794	0	0	0.244055032
TM9SF3_10033	1.260098706	1.178129208	1.088899363	1.615580151
PPP1R13B_9543	2.53404623	1.948579206	2.211579599	2.379183635
LAMP3_32979	0	0	0	0
CRELD2_8381	5.142908199	4.460901863	4.539166487	4.54468287
TM7SF3_32966	1.899015146	2.167151685	2.00203465	1.912554756
BCL2A1_8136	2.374445216	2.15517145	2.089537358	1.370233689
POP4_9529	0.241196275	0.375330685	0.322470949	0.151326404
RPA3_9723	2.718193939	2.179033255	2.461651095	2.409530192
LPIN1_32940	6.618148881	6.944394459	6.776376165	7.061749163
CTTN_8406	4.124176581	3.330941776	3.818436749	3.882646209
PI4KA_32535	1.106007531	1.028554262	0.970954249	1.328490482
SERPINA3M_9809	9.266800245	8.80341933	9.11753416	9.279145581
RFC2_9676	0	0	0	0
MAP7_9184	4.320902032	3.538866157	3.567267843	3.797238714
KIF14_8959	0	0	0	0
TNFSF10_32297	0	0.152412305	0.059002276	0.052225782
SERTAD1_33143	1.399308415	1.495676312	1.299290114	2.134690439
RT1-A2_33098	6.723759948	6.831775921	5.596358468	0.052225782
FKBP14_8647	1.399308415	1.080154955	0.939897245	1.074437425
NDUFAF4_9292	1.556325569	1.105279311	0.908156937	1.285503389
IDI1_8863	4.627435341	3.889168142	4.175822746	3.896996961
LIG1_8999	1.18510941	0.638890857	0.701483487	0.885853287
CRKL_8383	3.353313677	2.561389167	2.956558861	2.953450458
NQO1_33055	0.683987853	1.154252321	0.663964849	0.37284833
CDC25B_8257	0	0	0.059002276	0.052225782
TNIP1_10051	3.41204089	2.810858688	2.971992622	2.816720648
SVS5_33083	0	0	0	0
TM9SF2_10032	7.006327316	6.794609714	6.782953926	6.886746036
PAPD7_9422	4.490103882	3.85254245	3.766278384	3.710523373
ACVRL1_32420	1.260098706	0.801441871	1.116938282	0.996613377
SGOL1_33030	0	0.05261358	0.222780195	0
CENPW_32846	0.628462882	0.333417707	0.585867144	0.288276037
LOC502894_33269	0.084958794	0	0	0.102626845
LOC100909655_33228	0	0.05261358	0	0.052225782
SLC22A7_9847	2.075479465	1.847975812	1.809292749	1.869540488
NISCH_9318	2.194966195	1.674182303	1.843258095	1.981512426
OXSR1_9404	2.636111925	1.906319477	2.14505654	2.146750433
IL4_8895	0	0	0.059002276	0
HAAO_8774	3.006524925	1.989636202	2.299841551	2.674019951
KCND2_33015	0	0	0	0
SULT1C2A_9970	5.84935018	5.630659746	5.5314332	5.434475029
HTRA1_8856	4.932636496	4.298840027	4.428850947	4.726426898
MMP11_32712	0	0	0	0
RBL1_9664	1.526259579	1.313643021	0.773714706	1.074437425
MTNR1B_33301	0	0	0	0.052225782
PQLC3_9554	0.447785131	0.199836801	0.415716035	0.244055032
CSNK1A1_8393	3.908031814	3.309482574	3.651153335	3.718625527
CRYZ_8389	0.447785131	0.290250552	0.460171823	0.37284833
SLC22A5_9846	0.886904586	1.154252321	0.503298585	0.856781657
PAX8_9432	0.241196275	0.333417707	0.369846694	0.37284833
NENF_9296	1.875358457	1.476548138	1.683691446	2.158710449
CD97_8254	2.391223656	2.15517145	2.587223046	2.348185009
NCOA1_9289	1.296180571	0.861658709	1.504255895	1.195484622
ANLN_32599	0.838787874	0.333417707	0.663964849	0.452736243
VIL1_33160	0.16519148	0	0.059002276	0.151326404
PLSCR1_9508	0	0.05261358	0.059002276	0.102626845
OPN3_9396	0.084958794	0	0	0.102626845
GRWD1_8753	1.18510941	0.919462529	0.908156937	0.942295994
PIH1D1_9478	0.084958794	0.199836801	0	0.198435602
UST5R_10143	7.684530411	6.844421265	7.121633808	7.097915455
PPARG_9538	0.978575767	0.531773458	0.84250131	1.048959698
ENO2_32652	0.084958794	0.152412305	0.115686032	0.052225782
RPS27A_32458	9.899021047	9.203297867	9.625675738	9.811690139
FUCA1_33043	3.81160985	2.899702775	3.546800469	3.321157374
NEXN_33316	0.084958794	0.10337572	0.170226612	0.244055032
DFFA_8463	1.106007531	1.178129208	1.274609041	1.14827737
SATB1_9780	0.084958794	0.290250552	0	0.198435602
LBR_8986	3.038828787	3.003576671	2.748262623	2.839189814
KLF6_8969	4.509443972	3.818765003	3.831186935	4.077935722
SENP6_9804	4.803842134	4.110049317	4.389163731	4.360194248
ABAT_32557	6.680050952	6.646298347	6.803048594	6.688577119
HIST2H2AA3_8804	5.402849075	4.72275016	4.962627101	5.045891016
CYP2A3_32576	0	0	0	0
GLOD4_8714	3.537923853	3.973452731	4.148915735	4.12746166
ATP6V0B_8112	0	0	0	0.052225782
BIRC2_8146	3.902190605	3.155630795	3.371683788	3.408893379
PINK1_32483	5.65290244	4.94950667	5.607518608	5.623252291
ACTG2_32972	0.084958794	0	0	0.052225782
PTGDR_33049	0	0	0	0
CAPN1_8194	0	0.05261358	0.059002276	0
SLC13A4_9836	5.702479414	5.609962685	5.566169013	5.628636986
AARS_7935	9.254101119	8.448706674	8.881012887	8.900902556
CTTNBP2_33124	1.064768397	0.494224252	0.939897245	1.124081556
MCL1_9205	6.795627555	6.429682729	6.401423807	6.423285456
LOC100912247_9104	0.886904586	0.831864442	1.171432425	0.969710301
ARPC1B_32419	3.265040374	2.561389167	2.835221888	2.839189814
GSTM3_8760	1.464179943	1.476548138	0.908156937	0.76587738
FBXO22_32888	2.92821144	2.606079355	2.515307045	2.846602437
HPN_33226	2.973481137	2.143090896	3.06128072	2.967117156
CNKSR3_32548	0.886904586	0.706124519	0.773714706	0.796819621
EXOSC7_8580	0.084958794	0.152412305	0	0.052225782
STXBP2_9969	2.593250513	2.118622014	2.383013661	2.439251549
CLIC4_8332	5.179589732	4.320456932	4.753039411	4.981696807
CHRNA4_32417	0	0	0	0
PMM2_9511	1.365744944	1.22472921	1.323556045	1.45026257
LGALS4_32564	0.16519148	0.05261358	0.222780195	0.198435602
AR_32869	1.851307379	1.640204437	0.84250131	2.217067009
INA_32322	0	0	0	0
CRP_8385	11.65361918	11.62576443	11.73597396	11.66528601
GAS5_8688	5.064009089	4.477834427	5.028691362	4.754281815
HNF1A_32881	0.570715087	0.494224252	0.170226612	0.33118181
KAZALD1_32890	0	0.05261358	0	0
RT1-CE11_32928	9.241722937	9.11095743	9.49054849	9.39149751
LOC681410_33126	0	0	0.059002276	0.052225782
GCKR_8698	0.382155076	0.41606031	0.663964849	0.198435602
SCG3_33017	0.084958794	0.05261358	0	0.151326404
DHCR7_8466	4.20706077	3.081606041	4.08647492	3.766305557
CHIC2_8307	0.084958794	0.199836801	0.222780195	0.102626845
EBF3_32730	0	0	0	0
NR1I3_32602	2.487992013	2.632243718	2.665249334	2.597001901
NGRN_9311	3.660635431	3.049605087	3.096912563	3.103304868
NOL3_9328	0.241196275	0.152412305	0.273486484	0.052225782
